Id,Start,Name,Impact,Currency
9a84ed42-1d5f-498c-83ff-c755c4919771,09/17/2013 12:30:00,Consumer Price Index (YoY),HIGH,USD
8b8a5c8c-686d-4996-a9e0-290d73d7c609,09/17/2013 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
bdd73b9c-6895-4db1-ac6c-9f46fa70d6de,09/18/2013 08:30:00,Bank of England Minutes,HIGH,GBP
3472ed27-ca3e-4054-90bf-ae1f2cd58c19,09/18/2013 08:30:00,BoE MPC Vote Rate Cut,HIGH,GBP
3e7554d6-97dd-4386-be78-5a6497f32064,09/18/2013 08:30:00,BoE MPC Vote Rate Hike,HIGH,GBP
148fb305-bea8-432a-aee7-16338258fe19,09/18/2013 08:30:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
366bad95-7fad-43d6-9f68-d36e05660738,09/18/2013 18:00:00,Fed Interest Rate Decision,HIGH,USD
833397b8-6a25-4f30-9ea5-fbb7138560a7,09/18/2013 18:00:00,Fed Pace of MBS Purchase Program,HIGH,USD
844c00bb-a301-4041-b1c9-6826a1900cab,09/18/2013 18:00:00,Fed Pace of Treasury Purchase Program,HIGH,USD
c20888a8-48a4-44ea-95ed-05d4a3386d41,09/18/2013 18:00:00,FOMC Economic Projections,HIGH,USD
ece53f4a-157d-4511-9954-6f57791c0cf9,09/18/2013 18:30:00,Fed's Monetary Policy Statement and Press Conference,HIGH,USD
b763946e-9ab1-474c-8870-94e65c61f3a3,09/19/2013 00:00:00,Mid-Autumn Festival,NONE,CNY
f2155598-6ba7-46d0-938d-b7d66590fc48,09/20/2013 00:00:00,Mid-Autumn Festival,NONE,CNY
03572a19-e195-467f-9749-5f06ff616952,09/20/2013 02:30:00,BoJ's Governor Kuroda speech,HIGH,JPY
6d4d7b50-80ae-40fe-bc8c-0f5a4763cd1c,09/23/2013 00:00:00,Autumnal Equinox Day,NONE,JPY
e5787a46-5388-4444-85de-9fd9d773015c,09/23/2013 13:00:00,ECB's President Draghi speech,HIGH,EUR
4afb33ac-ae24-40c1-8dd5-6d6bfb2e7525,09/26/2013 23:30:00,National Consumer Price Index (YoY),HIGH,JPY
082d75b5-870a-4083-8843-af68a139e6ff,09/26/2013 23:30:00,"National CPI ex Food, Energy (YoY)",HIGH,JPY
8b995305-9f7e-40c7-b35c-20578905613a,09/26/2013 23:30:00,National CPI ex-Fresh Food (YoY),HIGH,JPY
9e072910-2738-4e30-aa5b-32b2aade0b3d,09/27/2013 09:00:00,ECB's President Draghi speech,HIGH,EUR
c9a38598-033e-4265-8b66-3d12a272501c,09/30/2013 09:00:00,"HICP-X F,E,A,T (YoY)",HIGH,EUR
44b1e711-0d65-42b0-b26c-d1f381397666,09/30/2013 20:45:00,Barack Obama Press Conference,HIGH,USD
ec3411f2-50dc-4222-83a6-0a6c1fdc9341,10/01/2013 00:00:00,National Day,NONE,CNY
614d19c7-d6f6-41d8-ae06-7d647c4a3ea4,10/02/2013 00:00:00,National Day,NONE,CNY
9d006443-f73e-48c3-800b-f3676337abde,10/02/2013 11:45:00,ECB rate on main refinancing operations,HIGH,EUR
10fc4925-7208-4901-87d1-76e0b9c16d8d,10/02/2013 12:30:00,ECB Press Conference,HIGH,EUR
46653b4f-9d61-4543-b1e7-d1d32d552814,10/03/2013 00:00:00,National Day,NONE,CNY
273270c8-f67b-49f9-a0a1-20f14a146f45,10/04/2013 00:00:00,National Day,NONE,CNY
b02117ef-3504-44b7-815d-1eba16adcdf6,10/04/2013 03:00:00,BoJ Interest Rate Decision,HIGH,JPY
ded6c8bd-0c18-44f5-bedb-27284e34ce17,10/04/2013 03:00:00,"BoJ Monetary Policy Statement ",HIGH,JPY
a7a6b978-82f4-40cf-af73-01f9917291ce,10/04/2013 06:30:00,BoJ Press Conference,HIGH,JPY
87a1dcaa-0eea-4d00-8f98-f678aefe43b8,10/07/2013 00:00:00,National Day,NONE,CNY
ac0b161e-97a4-4d89-bdbd-aedd51fabc33,10/08/2013 23:50:00,BoJ Monetary Policy Meeting Minutes,HIGH,JPY
a44a0920-26da-4664-a568-5a0e5f65045c,10/09/2013 18:00:00,FOMC Minutes,HIGH,USD
af0a4e11-00ba-479b-a6cc-cba5935fd911,10/09/2013 19:00:52,President Obama speech,HIGH,USD
ff1fdbc7-9acf-42e1-8d06-059ccb7e7ca4,10/10/2013 08:00:00,ECB Monthly Report,HIGH,EUR
690b88fe-b524-4229-a810-ec810d523887,10/10/2013 11:00:00,BoE Asset Purchase Facility,HIGH,GBP
b8a9421a-96df-4846-8668-39bfa5c01e4d,10/10/2013 11:00:00,BoE Interest Rate Decision,HIGH,GBP
6381f341-8bb6-404e-a7b1-f921fe942979,10/10/2013 11:45:00,BoJ's Governor Kuroda speech,HIGH,JPY
0c59067d-c87e-41d2-8156-2f34da9debef,10/10/2013 16:00:00,BoJ's Governor Kuroda speech,HIGH,JPY
aaf28f1c-b4a4-42af-ab31-f0634846700a,10/12/2013 20:00:00,BoJ's Governor Kuroda speech,HIGH,JPY
8ced8123-23dd-4c3d-8062-eb990cd5e8e7,10/13/2013 00:00:00,"Chung Yeung Festival ",NONE,CNY
9fb94aeb-6b1c-41ce-aab5-8ae591557bcc,10/14/2013 00:00:00,Columbus Day,NONE,USD
69ffdce9-a553-4be7-8c1e-f2b0fe8cc520,10/14/2013 00:00:00,Health-Sports Day,NONE,JPY
797d6b77-0721-4f88-9db5-33f041281ff2,10/14/2013 01:30:00,Consumer Price Index (YoY),HIGH,CNY
dc11959f-d103-4729-b231-27a83d1cceb2,10/15/2013 08:30:00,Consumer Price Index (YoY),HIGH,GBP
caa0e4c4-8ff7-4320-aab1-096804d18664,10/15/2013 08:30:00,Core Consumer Price Index (YoY),HIGH,GBP
32667e51-d444-4054-a23a-112008abf992,10/16/2013 08:30:00,Claimant Count Change,HIGH,GBP
3534d506-b199-45c0-a831-a5b18731923b,10/16/2013 08:30:00,ILO Unemployment Rate (3M),HIGH,GBP
d5ee1f8e-1c17-4419-aae8-cb3ec746a5fc,10/16/2013 09:00:00,HICP (YoY),HIGH,EUR
341ac797-5d2d-4e83-bb17-4a5349f642cc,10/16/2013 09:00:00,"HICP-X F,E,A,T (YoY)",HIGH,EUR
2d63d88e-6a9d-4454-901c-a04b7be8a851,10/17/2013 14:30:52,Barack Obama Press Conference,HIGH,USD
10ec963e-f758-44b0-98da-c45b25b2556a,10/22/2013 12:30:00,Nonfarm Payrolls,HIGH,USD
4b6c8f2b-7015-4311-9506-123a31b005d8,10/22/2013 12:30:00,Unemployment Rate,HIGH,USD
1341aed8-9244-495c-b590-fa09315b9d02,10/23/2013 08:30:00,Bank of England Minutes,HIGH,GBP
b43c7f1a-3752-4f14-9de1-db90dbaa6c65,10/23/2013 08:30:00,BoE MPC Vote Rate Cut,HIGH,GBP
c7115103-d0a5-40d5-8eef-621abfb9f811,10/23/2013 08:30:00,BoE MPC Vote Rate Hike,HIGH,GBP
2b3db4e4-dc6a-4540-98d7-3a19aecd4c35,10/23/2013 08:30:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
a32e7147-6434-400e-a793-cb34f0ca654b,10/24/2013 16:45:00,BoE's Governor Carney speech,HIGH,GBP
8f626a35-ba69-4744-9cb7-43fb5ae3347f,10/24/2013 23:30:00,National Consumer Price Index (YoY),HIGH,JPY
b45526d4-d039-49bf-a465-32f89f66371c,10/30/2013 12:30:00,Consumer Price Index (YoY),HIGH,USD
9d11f1af-9801-4191-a7bc-0243063c94f6,10/30/2013 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
ee494654-0455-4ea9-a197-4b0baa3ffe4e,10/30/2013 18:00:00,Fed Interest Rate Decision,HIGH,USD
e432205b-3380-416f-a224-53c6ea312d0f,10/30/2013 18:00:00,Fed Pace of MBS Purchase Program,HIGH,USD
4101ad7f-699e-4f12-9f71-3d331aa10b33,10/30/2013 18:00:00,Fed Pace of Treasury Purchase Program,HIGH,USD
2aec75c2-9951-4d67-af19-3382b049beba,10/30/2013 18:00:00,Fed's Monetary Policy Statement,HIGH,USD
c4e76e93-e75d-41b2-84d4-20cf47c5e4a5,10/31/2013 03:00:00,BoJ Interest Rate Decision,HIGH,JPY
556b1093-cc3f-44ba-9b38-2dd1655e007a,10/31/2013 03:00:00,"BoJ Monetary Policy Statement ",HIGH,JPY
bed87ad3-2dda-4155-a055-22d5da08c999,10/31/2013 06:30:10,BoJ's Governor Kuroda speech,HIGH,JPY
86a41cf6-a0b7-4765-9acd-fbc2aefb6320,10/31/2013 10:00:00,HICP (YoY),HIGH,EUR
ffc6fa40-d44e-481d-817b-8bc34b392ac7,10/31/2013 10:00:00,"HICP-X F,E,A,T (YoY)",HIGH,EUR
10ea01ce-8d37-495e-8e41-638ffd9f643e,11/03/2013 00:00:00,Culture Day,NONE,JPY
501ed78d-215f-42bf-b15b-1c6eeacccb18,11/04/2013 00:00:00,Culture Day (observed),NONE,JPY
f5d925cc-dc13-4217-867e-ddc9e4779d30,11/05/2013 05:30:00,BoJ's Governor Kuroda speech,HIGH,JPY
38119df0-01b4-45ce-8400-c53f3f529065,11/05/2013 23:50:00,BoJ Monetary Policy Meeting Minutes,HIGH,JPY
b8cbcddb-8281-4809-b00d-3227afc1e5dd,11/07/2013 12:00:00,BoE Asset Purchase Facility,HIGH,GBP
1fb45368-8631-4c8f-a9b9-fa8ff51e3770,11/07/2013 12:00:00,BoE Interest Rate Decision,HIGH,GBP
df6f3b29-234d-44cf-928e-8a77351e44a4,11/07/2013 12:45:00,ECB rate on main refinancing operations,HIGH,EUR
91cf3055-8cbc-44d3-9c2e-41c7eb4ecd0f,11/07/2013 13:30:00,ECB Press Conference,HIGH,EUR
eb30ea08-8514-44a9-b30f-e3845c6de020,11/08/2013 13:30:00,Nonfarm Payrolls,HIGH,USD
126aa882-bf16-47ef-bd8e-ad284567a1b0,11/08/2013 13:30:00,Unemployment Rate,HIGH,USD
0780bd33-a233-42cf-a30b-97716da9b867,11/09/2013 01:30:00,Consumer Price Index (YoY),HIGH,CNY
6f27e76e-5614-41ae-b466-cc7f2d831967,11/11/2013 00:00:00,Veterans Day,NONE,USD
2efe013f-3582-42d6-b0d6-5ae60db77abe,11/12/2013 09:30:00,Consumer Price Index (YoY),HIGH,GBP
031e3fc9-6374-4adb-98a2-3f6ad64cd0cd,11/12/2013 09:30:00,Core Consumer Price Index (YoY),HIGH,GBP
dc939b75-e3f4-4ba3-9390-2347f5270f72,11/13/2013 09:30:00,Claimant Count Change,HIGH,GBP
96af027a-0302-4d27-b818-8be15608d3c6,11/13/2013 09:30:00,ILO Unemployment Rate (3M),HIGH,GBP
269d92ce-2e67-44cd-a061-850ebb83bddd,11/13/2013 10:30:00,Bank of England Monetary Policy Report,HIGH,GBP
a1ab1289-be38-4dda-957c-bc7d6655dfe1,11/13/2013 10:30:00,BoE's Governor Carney speech,HIGH,GBP
9e3bf1dd-40d4-49a3-9a8a-ea1381e9c681,11/13/2013 21:30:21,Fed's Yellen speech,HIGH,USD
267814fd-2a44-4e64-b382-443f2f689699,11/14/2013 00:00:00,Former Fed's Chair Bernanke speech,HIGH,USD
a1fa00e9-8941-49be-8a78-9a26cfff22eb,11/14/2013 09:00:00,ECB Monthly Report,HIGH,EUR
10f842c0-affa-488c-b56d-9b0cc8075c8b,11/14/2013 15:00:00,Fed's Yellen speech,HIGH,USD
131a6213-e4c2-4d80-9e06-beffc7bfadb3,11/15/2013 10:00:00,HICP (YoY),HIGH,EUR
01c3da66-44f4-49b1-a45e-c19fdee4a651,11/15/2013 10:00:00,"HICP-X F,E,A,T (YoY)",HIGH,EUR
71fa6e4e-1bdc-48c1-a41d-c0d194970ec3,11/20/2013 00:00:00,Former Fed's Chair Bernanke speech,HIGH,USD
7d02ee2b-e13c-4243-8316-c0c7da8cb780,11/20/2013 09:30:00,Bank of England Minutes,HIGH,GBP
d3ad0b17-6217-4a5c-aa6e-4343d4faaf3a,11/20/2013 09:30:00,BoE MPC Vote Rate Cut,HIGH,GBP
3f46ae6f-e238-488c-a6a2-8dfdb9c32c0c,11/20/2013 09:30:00,BoE MPC Vote Rate Hike,HIGH,GBP
2eebbdda-a318-4bb9-b036-4b9c13e16b73,11/20/2013 09:30:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
5e5a575f-7dcc-4c41-83c2-5e4e5525b2ca,11/20/2013 13:30:00,Consumer Price Index (YoY),HIGH,USD
867c1d28-f431-44b8-981a-496caa975373,11/20/2013 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
de5e770e-22c3-4116-90ec-0beeae435c10,11/20/2013 19:00:00,FOMC Minutes,HIGH,USD
9048e661-c0dd-429a-bad6-199944b703c7,11/21/2013 03:00:00,BoJ Interest Rate Decision,HIGH,JPY
8f0ff350-a8b6-4080-a334-36863585b101,11/21/2013 03:00:00,"BoJ Monetary Policy Statement ",HIGH,JPY
08b01547-dd23-4027-8bb6-2ed09a18ba5d,11/21/2013 06:30:00,BoJ Press Conference,HIGH,JPY
2b9cb8d7-00b7-44a0-9e5b-2219d2455fbd,11/23/2013 00:00:00,Labor Thanksgiving Day,NONE,JPY
42d73953-5bb2-40ea-9157-82075c81dbb0,11/26/2013 10:00:00,BoE Monetary Policy Report Hearings,HIGH,GBP
935b2206-9780-4efb-b334-6e735ae3070d,11/28/2013 00:00:00,Thanksgiving Day,NONE,USD
fedf4e5b-636a-4d46-8e6b-c1ba50652618,11/28/2013 10:30:00,BoE's Governor Carney speech,HIGH,GBP
42857cbb-9bb7-49dc-8776-2ce6eb8dfdc9,11/28/2013 23:30:00,National Consumer Price Index (YoY),HIGH,JPY
662b202a-eb72-4e3e-bc6e-006c76926047,11/29/2013 10:00:00,HICP (YoY),HIGH,EUR
60c49d34-c43d-4361-82f7-af106afa664a,11/29/2013 10:00:00,"HICP-X F,E,A,T (YoY)",HIGH,EUR
527e58ec-785f-4b8d-9218-3c85cf6570f0,12/02/2013 02:30:00,BoJ's Governor Kuroda speech,HIGH,JPY
a3370bae-25e4-4302-9282-827435821c09,12/02/2013 13:30:00,Former Fed's Chair Bernanke speech,HIGH,USD
052bde76-eec7-4783-9789-025b92899d56,12/05/2013 09:05:18,BoJ's Governor Kuroda speech,HIGH,JPY
a640f022-2723-4044-9944-c8d63a26f6df,12/05/2013 11:15:00,Autumn Forecast Statement,HIGH,GBP
8b9a9e70-55a6-40bf-82f6-4bf305a1301e,12/05/2013 12:00:00,BoE Asset Purchase Facility,HIGH,GBP
12fbd4f5-5f55-4131-9d23-b3bd15837a90,12/05/2013 12:00:00,BoE Interest Rate Decision,HIGH,GBP
89b2debc-de7a-4128-87bf-428dd3ac1ad7,12/05/2013 12:45:00,ECB rate on main refinancing operations,HIGH,EUR
2221eaaa-b210-43d8-aa98-0a3dcf61d997,12/05/2013 13:30:00,ECB Press Conference,HIGH,EUR
3929cb46-a091-4daa-ae48-5e0ca773b719,12/06/2013 09:30:00,Consumer Inflation Expectations,HIGH,GBP
601485d2-53e2-44b9-bcde-ab4408c361e8,12/06/2013 13:30:00,Nonfarm Payrolls,HIGH,USD
80368f8a-dcc6-4bf6-b066-4d82050b878e,12/06/2013 13:30:00,Unemployment Rate,HIGH,USD
a9f5a596-456f-4606-8fbf-318b8c2f68ad,12/07/2013 02:00:00,BoJ's Governor Kuroda speech,HIGH,JPY
dfd32f76-eaa0-40f1-a2cd-3c0cc1167e18,12/09/2013 01:30:00,Consumer Price Index (YoY),HIGH,CNY
258e3310-b37c-401f-bd4e-4c70839961aa,12/09/2013 17:15:00,BoE's Governor Carney speech,HIGH,GBP
3ef26d7c-a4e0-41d9-8935-9657518d520f,12/12/2013 09:00:00,ECB Monthly Report,HIGH,EUR
016c8a39-61ad-4624-a4df-967e480f3bd2,12/16/2013 14:00:00,ECB's President Draghi speech,HIGH,EUR
84aa4df9-7488-460a-b800-01d879e45928,12/17/2013 09:30:00,Consumer Price Index (YoY),HIGH,GBP
3855b407-93e5-42f9-92a2-6ff9e211c30d,12/17/2013 09:30:00,Core Consumer Price Index (YoY),HIGH,GBP
50bd68be-a2b9-4f1f-8fb3-d4fe4368d2e0,12/17/2013 10:00:00,HICP (YoY),HIGH,EUR
39915d9f-1cd1-41c8-af9f-71c3ac7792dc,12/17/2013 10:00:00,"HICP-X F,E,A,T (YoY)",HIGH,EUR
f7292449-bf43-4295-81df-50310cf5544e,12/17/2013 13:30:00,Consumer Price Index (YoY),HIGH,USD
47ead853-ed32-47fc-bd5c-b9d46260768d,12/17/2013 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
cf7fd13f-6baf-4eaa-9e02-e76e365f2cda,12/18/2013 09:30:00,Bank of England Minutes,HIGH,GBP
0b6b7c05-eb58-4d3b-ad17-cfb40993305b,12/18/2013 09:30:00,BoE MPC Vote Rate Cut,HIGH,GBP
8a6c95e9-f3ed-4393-9115-c2d757799729,12/18/2013 09:30:00,BoE MPC Vote Rate Hike,HIGH,GBP
04ad0889-5d62-4ee8-99ab-da5309d894cb,12/18/2013 09:30:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
8b61b64d-9b3f-405d-b27b-a7c9b9427584,12/18/2013 09:30:00,Claimant Count Change,HIGH,GBP
41350961-685f-43b1-b46a-61b676c5c71d,12/18/2013 09:30:00,ILO Unemployment Rate (3M),HIGH,GBP
9dbd3057-86b6-4a83-9d07-4d8b0b5b33c2,12/18/2013 19:00:00,Fed Interest Rate Decision,HIGH,USD
9b0baeda-88d6-4858-a631-9bae07ee0b6b,12/18/2013 19:00:00,Fed Pace of MBS Purchase Program,HIGH,USD
0de1fc90-8daf-4f1c-b778-aee4cb9db4fc,12/18/2013 19:00:00,Fed Pace of Treasury Purchase Program,HIGH,USD
47bb510c-4a9e-4077-8a10-b51acab7bf86,12/18/2013 19:00:00,FOMC Economic Projections,HIGH,USD
dcdf23a9-ad95-4a09-b941-fa89a1c1403c,12/18/2013 19:30:00,Fed's Monetary Policy Statement and Press Conference,HIGH,USD
b22684bf-9ffc-4524-a8ce-602d33128d97,12/20/2013 03:00:00,BoJ Interest Rate Decision,HIGH,JPY
90d109e3-d486-4a5b-83a8-1dedb415f0fa,12/20/2013 03:00:00,"BoJ Monetary Policy Statement ",HIGH,JPY
a547d53e-9c60-446b-900d-a63f66b24d30,12/20/2013 06:30:00,BoJ Press Conference,HIGH,JPY
aea6c6f8-3ee6-4469-aa72-cfdbaaa39460,12/23/2013 00:00:00,The Emperor's Birthday,NONE,JPY
40f14118-5580-4737-8099-1dd2a14fae10,12/25/2013 00:00:00,Christmas Day,NONE,USD
31541d59-5de6-4821-888b-6afb63cb959b,12/25/2013 00:00:00,Christmas Day,NONE,GBP
fe9cc02d-8f3c-41d1-92ad-7658257f2983,12/25/2013 04:00:00,BoJ's Governor Kuroda speech,HIGH,JPY
ec549149-789e-4da5-824c-8dd986fa9097,12/25/2013 23:50:00,BoJ Monetary Policy Meeting Minutes,HIGH,JPY
8963d426-4b6f-43f3-bcde-678403b29ef6,12/26/2013 00:00:00,Boxing Day,NONE,GBP
542c6317-dd52-4092-be2c-c4bc3443829c,12/26/2013 23:30:00,National Consumer Price Index (YoY),HIGH,JPY
999f743b-01d1-465d-a87d-57fe89226e32,12/31/2013 00:00:00,Bank Holiday,NONE,JPY
51f955a2-7e15-4765-befc-c49d719761e4,01/01/2014 00:00:00,New Year's Day,NONE,USD
c3f7ba95-95d5-41f0-8697-86ed2c538d75,01/01/2014 00:00:00,New Year's Day,NONE,GBP
49dd2fae-5e39-4b9d-a858-67261fc12124,01/01/2014 00:00:00,New Year's Day,NONE,JPY
f7d6adee-6f23-47ad-b17c-611b92b63b18,01/01/2014 00:00:00,New Year's Day,NONE,CNY
64a69a2c-d500-449b-8481-d5538ae043d3,01/02/2014 00:00:00,Bank Holiday,NONE,JPY
a116b8bb-9245-42e1-85bc-0b35cf22f6fb,01/03/2014 00:00:00,Bank Holiday,NONE,JPY
5eb8c082-f21f-48cf-97ee-6deeef147743,01/03/2014 19:30:00,Former Fed's Chair Bernanke speech,HIGH,USD
9baa22c0-ec0f-408a-83d6-f15402804ea5,01/06/2014 22:30:00,Fed Chairman Nomination Vote,HIGH,USD
25954058-3a48-4913-9397-8ecfada928b4,01/07/2014 10:00:00,HICP (YoY),HIGH,EUR
21996eee-50f9-4449-9e63-ca90b527e1d3,01/08/2014 19:00:00,FOMC Minutes,HIGH,USD
c958f044-716e-4c37-9ebe-24af64d633bb,01/09/2014 01:30:00,Consumer Price Index (YoY),HIGH,CNY
3ddc7ce6-1506-43a6-9f1c-2e9c88244044,01/09/2014 12:00:00,BoE Asset Purchase Facility,HIGH,GBP
51b9405a-8df7-4675-8d17-42d6c65295b7,01/09/2014 12:00:00,BoE Interest Rate Decision,HIGH,GBP
9f7ec930-bb93-465c-9988-c48e4f1a1d1e,01/09/2014 12:45:00,ECB rate on main refinancing operations,HIGH,EUR
d530e39b-10fb-4aed-b429-0cda0a76e22c,01/09/2014 13:30:00,ECB Press Conference,HIGH,EUR
0c37fc76-b9d5-46e2-9030-32f6d5e4dc51,01/10/2014 13:30:00,Nonfarm Payrolls,HIGH,USD
27cfc270-278d-43ec-aa4b-56a03440d4fa,01/10/2014 13:30:00,Unemployment Rate,HIGH,USD
7063b9a0-6f9e-4ff3-a4f6-ee8fd61afa29,01/13/2014 00:00:00,Coming-of-Age Day,NONE,JPY
cbe61cf3-5417-4a60-967f-ebfa6dd0115c,01/14/2014 09:30:00,Consumer Price Index (YoY),HIGH,GBP
b327a9de-f718-4b78-90e1-caf3335f256e,01/14/2014 09:30:00,Core Consumer Price Index (YoY),HIGH,GBP
1e19ce29-b887-4f5c-9b6b-c50e933dc4a8,01/16/2014 09:00:00,ECB Monthly Report,HIGH,EUR
e926f8e0-7647-4fca-8bcc-ed3943efa47f,01/16/2014 10:00:00,HICP (YoY),HIGH,EUR
436e977c-e28d-4964-ab61-470736c31c09,01/16/2014 10:00:00,"HICP-X F,E,A,T (YoY)",HIGH,EUR
fb669aa7-66a8-4630-8681-dd3c552bdbf9,01/16/2014 13:30:00,Consumer Price Index (YoY),HIGH,USD
cbf32582-0785-4bfe-99f3-d18dc9fd11d0,01/16/2014 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
0c5e10a0-1725-44bd-8e7b-967ffde2647d,01/16/2014 16:10:00,Former Fed's Chair Bernanke speech,HIGH,USD
51307526-1d23-4654-9c7e-a028286d8cf6,01/20/2014 00:00:00,Martin L. King's Birthday,NONE,USD
575806b1-5fe4-403a-895e-fb0af11a208f,01/22/2014 03:00:00,BoJ Interest Rate Decision,HIGH,JPY
a79b9d93-ac2e-41fe-86a4-1e100453a4f7,01/22/2014 03:00:00,"BoJ Monetary Policy Statement ",HIGH,JPY
ac9b888a-59a5-4648-9a44-ede690954cc5,01/22/2014 06:30:00,BoJ Press Conference,HIGH,JPY
96a25784-3104-4ed1-a340-c82f37bfc1e4,01/22/2014 09:30:00,Bank of England Minutes,HIGH,GBP
3115a4c2-7c0b-4dd5-95ca-57d0ce704be2,01/22/2014 09:30:00,BoE MPC Vote Rate Cut,HIGH,GBP
a54d5320-9f1c-4f50-b5bb-2c429946ff8f,01/22/2014 09:30:00,BoE MPC Vote Rate Hike,HIGH,GBP
6d65540a-f66b-4b0c-b1d3-8d3c684ea7f0,01/22/2014 09:30:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
009b3a9b-83b9-4cd6-9e0d-b2dc4ab7c3b0,01/22/2014 09:30:00,Claimant Count Change,HIGH,GBP
eff2aa01-3138-48e9-8f66-f9579c090b69,01/22/2014 09:30:00,ILO Unemployment Rate (3M),HIGH,GBP
b7c6d334-ff2b-4fad-a250-5cb6bc0daed2,01/24/2014 12:05:00,BoE's Governor Carney speech,HIGH,GBP
13190db5-be05-4c9c-b837-7cb78c39aaa8,01/24/2014 17:00:16,ECB's President Draghi speech,HIGH,EUR
e27a68b5-2c0c-49d8-b120-66b6960dd7ee,01/26/2014 23:50:00,BoJ Monetary Policy Meeting Minutes,HIGH,JPY
eb19bd0f-e894-473a-8592-c60ce2144ea2,01/29/2014 12:15:00,BoE's Governor Carney speech,HIGH,GBP
c50e78a2-35d6-49fd-a860-e8f1c6381fca,01/29/2014 19:00:00,Fed Interest Rate Decision,HIGH,USD
b1951139-eb06-44dd-8abd-a1ef6a8d518e,01/29/2014 19:00:00,Fed Pace of MBS Purchase Program,HIGH,USD
8f2af8d9-994d-4c77-8366-1777bf974df0,01/29/2014 19:00:00,Fed Pace of Treasury Purchase Program,HIGH,USD
43395e7f-c5dd-4c14-838b-dcdccdf80c26,01/30/2014 00:00:00,"Chinese New Year Eve ",NONE,CNY
fc9d57de-30c4-4f35-b484-2fb11d75c0ef,01/30/2014 23:30:00,National Consumer Price Index (YoY),HIGH,JPY
d9871ff4-1694-4ba3-9177-5a695b6e8631,01/31/2014 00:00:00,Chinese New Year,NONE,CNY
3dbc888b-1ead-4e4f-9ccc-a1725d8902b3,01/31/2014 10:00:00,"HICP-X F,E,A,T (YoY)",HIGH,EUR
fa4fecee-442b-422b-b015-e4ed728cec08,02/01/2014 00:00:00,Chinese New Year,NONE,CNY
c455ef58-388d-4ea3-999b-5edcd4e4cb6f,02/02/2014 00:00:00,Chinese New Year,NONE,CNY
2cc25d29-f97d-44a5-aafa-9cf1b040800e,02/03/2014 00:00:00,Chinese New Year,NONE,CNY
b9a68625-1a4e-46d9-8304-2a0932713651,02/04/2014 00:00:00,Chinese New Year,NONE,CNY
827d54bf-1ce8-4e82-8f4e-c72e7ae15d2e,02/06/2014 12:00:00,BoE Asset Purchase Facility,HIGH,GBP
f8e617de-d901-4ce6-b6e4-28708ec6ec0d,02/06/2014 12:00:00,BoE Interest Rate Decision,HIGH,GBP
246d28b2-dc8c-419c-aca7-425426b86681,02/06/2014 12:45:00,ECB rate on main refinancing operations,HIGH,EUR
9ead3bea-7a9e-47ec-8295-14c62ecc5a26,02/06/2014 13:30:00,ECB Press Conference,HIGH,EUR
d2380c85-653e-4df9-825c-d678da005b12,02/07/2014 13:30:00,Nonfarm Payrolls,HIGH,USD
a193b02c-f3ee-49af-af7a-f0c1aec5bfae,02/07/2014 13:30:00,Unemployment Rate,HIGH,USD
2a652b07-9d2b-487e-a9c2-2c0d1817fb3e,02/11/2014 00:00:00,National Foundation Day,NONE,JPY
8a9fcabe-854c-487c-9147-316ca5d81df8,02/11/2014 15:00:00,Fed's Chair Yellen speech,HIGH,USD
51e54170-db49-44b2-ab7b-d631a8c71870,02/12/2014 10:30:00,Bank of England Monetary Policy Report,HIGH,GBP
4a5fcfec-e763-4839-93d2-81543a34ee88,02/12/2014 10:30:00,BoE's Governor Carney speech,HIGH,GBP
a068f9bf-2be4-48a8-95a8-f37791fc7ba4,02/12/2014 15:30:00,ECB's President Draghi speech,HIGH,EUR
e4a7dc7a-eb32-4090-8e0c-eddb21988eef,02/13/2014 09:00:00,ECB Monthly Report,HIGH,EUR
f1d20159-eab4-416b-b9f4-482e4af2fce7,02/14/2014 01:30:00,Consumer Price Index (YoY),HIGH,CNY
74e6975f-f2cd-4918-a041-9b151c2ada0b,02/17/2014 00:00:00,Presidents' Day,NONE,USD
ebf32f79-004b-4a2e-a0fb-35f8c255c67a,02/18/2014 03:00:00,"BoJ Monetary Policy Statement ",HIGH,JPY
eae44de2-33b6-454a-8385-733f857af931,02/18/2014 06:30:00,BoJ Press Conference,HIGH,JPY
c4eb23df-f474-4396-bcb7-1579e0d40722,02/18/2014 09:30:00,Consumer Price Index (YoY),HIGH,GBP
0f25e584-bd94-476e-a467-0df6703de465,02/18/2014 09:30:00,Core Consumer Price Index (YoY),HIGH,GBP
a77d28da-6be6-4b10-bc95-aad5798c690e,02/19/2014 09:30:00,Bank of England Minutes,HIGH,GBP
